"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14","q15","q16","q17","q18","q19","q20","exclusion_reason","extraction_date","expert_decision","ID","o1"
"Burnout among Healthcare Providers of COVID-19; a Systematic Review of Epidemiology and Recommendations","In the current systematic review, we intended to systematically review the epidemiology of burnout and the strategies and recommendations to prevent or reduce it among healthcare providers (HCPs) of COVID-19 wards, so that policymakers can make more appropriate decisions. MEDLINE (accessed from PubMed), Science Direct, and Scopus electronic databases were systematically searched in English from December 01, 2019 to August 15, 2020, using MESH terms and related keywords. After reading the title and the abstract, unrelated studies were excluded. The full texts of the studies were evaluated by authors, independently, and the quality of the studies was determined. Then, the data were extracted and reported. 12 studies were included. Five studies investigated the risks factors associated with burnout; none could establish a causal relationship because of their methodology. No study examined any intervention to prevent or reduce burnout, and the provided recommendations were based on the authors' experiences and opinions. None of the studies followed up the participants, and all assessments were done according to the participants' self-reporting and declaration. Assessing burnout in the HCPs working in the frontline wards was performed in four studies; others evaluated burnout among all HCPs working in the regular and frontline wards. Paying attention to the mental health issues, reducing the workload of HCPs through adjusting their work shifts, reducing job-related stressors, and creating a healthy work environment may prevent or reduce the burnout.","Sharifi, Asadi-Pooya, Mousavi-Roknabadi","https://www.google.com/search?q=Burnout+among+Healthcare+Providers+of+COVID-19;+a+Systematic+Review+of+Epidemiology+and+Recommendations.","20210125","Burnout; COVID-19; Coronavirus; Health policy; Professional; Workforce","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9875,""
"Real-Time Telehealth Treatment Team Consultation for Self-Injury by Individuals with Autism Spectrum Disorder","Self-injurious behavior (SIB) refers to any repeated self-directed, non-suicidal, behavior that may cause or has the potential to cause physical harm to the person's body. Behavioral interventions provide the standard evidence-based treatments for SIB by people with autism spectrum disorder (ASD) and intellectual disabilities (ID). Translating the proven effectiveness of behavioral interventions to treatment of self-injury in community settings by clinicians and caregivers has not been totally successful. The aim of the present study was to advance translational research by providing real-time telehealth consultation to a treatment team at a community-based mental health agency that provided inpatient and outpatient services to individuals with ASD and ID. The participants of this single-case experimental study were three adolescents with ASD who had been referred for services because of their increasingly unmanageable SIB both at home and at school. The telehealth consultant provided real-time assistance to the treatment team within a translational model of care in the development and implementation of a behavior support plan and an informal mindfulness-based Soles of the Feet (SoF) program. Both visual and statistical analyses demonstrated reductions in the frequency of SIB for all three adolescents, with overall clinically significant reductions only with the SoF intervention. The results of this translational study suggest that telehealth consultation might be a viable technological alternative in situations which preclude face-to-face consultation. Telehealth consultation could be one method of supporting people with behavioral difficulties during pandemics, such as COVID-19.","Singh, Lancioni, Medvedev, Hwang, Myers","https://doi.org/10.1007/s41252-021-00192-z","20210125","Behavior support plans; COVID-19; Self-injury; Soles of the Feet (SoF); Telehealth","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9876,""
"The Elderly and the COVID 19 Crisis: A Chronicle of Deaths Foretold, in Isolation and Total Indifference","","Heymann","https://doi.org/10.3389/fpubh.2020.602982","20210125","COVID-19 pandemic; anxiety; depression disorders; elderly; health authorities","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9877,""
"Hospital Preparedness, Resilience, and Psychological Burden Among Clinical Nurses in Addressing the COVID-19 Crisis in Riyadh, Saudi Arabia","In the continuous effort to minimize the devastating effects of coronavirus disease (COVID-19) and to curb the spread of the disease, hospital preparedness and resilience play significant roles in the psychological well-being of clinical nurses given that their work demands immediate action to adapt and adjust to stressors. Thus, this study investigates the hospital preparedness, psychological burden, and resilience of clinical nurses in addressing COVID-19 in Riyadh, Saudi Arabia. A total of 281 clinical nurses participated in the survey from April 2020 to June 2020. Results show that clinical nurses perceived a high self-assessed COVID-19 hospital preparedness (49.65, <i>SD</i> = 2.30); high self-assessed nurses' resilience (4.03, <i>SD</i> = 0.36); and most have normal levels of depression, anxiety, and stress. The variables were predicted to be statistically significant (<i>F</i><sub>18,262</sub> = 4.14, <i>p</i> = 0.001) and accounted for 16.8% of the variance in the nurses' perception of hospital preparedness (<i>R</i><sup>2</sup> = 0.221; adjusted <i>R</i><sup>2</sup> = 0.168). The regression analysis was statistically significant (<i>F</i><sub>30,250</sub> = 6.71, <i>p</i> = 0.001) and accounted for 38% of the variance in nurses' resilience (<i>R</i><sup>2</sup> = 0.446, Adjusted <i>R</i><sup>2</sup> = 0.380). The predictors of depression, anxiety, and stress show that the overall relationship was statistically significant at (<i>F</i><sub>23,257</sub> = 6.71, <i>p</i> &lt; 0.001), (<i>F</i><sub>23,257</sub> = 6.675, <i>p</i> 0.000), and (<i>F</i><sub>23,257</sub> = 6.692, <i>p</i> 0.000) with 31.9% of the variance (<i>R</i><sup>2</sup> = 0.375, Adjusted <i>R</i><sup>2</sup> = 0.319), 31.8% of the variance (<i>R</i><sup>2</sup> = 0.374, Adjusted <i>R</i><sup>2</sup> = 0.318), and 31.9 % of the variance (<i>R</i><sup>2</sup> = 0.375, Adjusted <i>R</i><sup>2</sup> = 0.319), respectively. The findings of this study helps in improving the continuing education program, psychological support, and mental health program to ensure that the needs of clinical nurses are addressed during the outbreak of a disease.","Balay-Odao, Alquwez, Inocian, Alotaibi","https://doi.org/10.3389/fpubh.2020.573932","20210125","COVID-19 crisis; clinical nurses; hospital preparedness; nurses' resilience; psychological burden","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9878,""
"Personality, Coping Strategies, and Mental Health in High-Performance Athletes During Confinement Derived From the COVID-19 Pandemic","The COVID-19 outbreak has affected the sports field unprecedentedly. The emergency alert has deprived athletes of training in a suitable environment, as they are faced with cancellations of relevant events in their sports careers. This situation can cause stress levels and other emotional disorders similar to those experienced by athletes during periods of injury. Since the relationship between psychological factors and sports injuries is well-studied, the Global Psychological Model of Sports Injury (MGPLD) is applied to this historical situation for athletes. The purpose of this study was to analyze the relationships between perfectionism and trait anxiety with indicators of mental health (mood, depression, state anxiety, and stress) in high-performance athletes during confinement due to the COVID-19 pandemic, as well as to explore the coping strategies that athletes have applied and whether they are perceived as useful for managing negative emotional states. A cross-sectional study was conducted through online questionnaires during April 2020, adapting the Psychological Assessment Protocol of the High-Performance Sports Center of Murcia (Spain), to assess the psychological effects of confinement in a cross-cultural sample of 310 athletes (141 women and 169 men) from different countries in Europe, Asia, and America, and from diverse sports disciplines. The protocol comprised six instruments that test perfectionism, trait anxiety, mood states, stress, depression, coping strategies, and sleep. It was answered online via Google Forms. The results show that maladaptive perfectionism was related to all the indicators of athletes' mental health. However, athletes' levels of anxiety, stress, and depressive symptoms are relatively low, and the use of coping strategies such as cognitive restructuring and emotional calm was associated with lower levels of negative emotional states. Besides, the Iceberg Profile, a suitable fit for the mental health model, is observed in the mood of athletes, both in men and in women, although women showed higher levels of anxiety, stress, and depression than men. A strong relationship was observed between maladaptive perfectionism and martial arts sports discipline, superior to other sports. In short, it can be concluded that high-performance athletes in the studied sample showed negative emotional state values below the expected average. Finally, the proposals for practical applications of the results collected are discussed.","Leguizamo, Olmedilla, NÃƒÂºÃƒÂ±ez, Verdaguer, GÃƒÂ³mez-Espejo, Ruiz-BarquÃƒÂ­n, Garcia-Mas","https://doi.org/10.3389/fpubh.2020.561198","20210125","COVID-19; confinement; coping; high-performance athletes; personality; sports psychology; stress","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9879,""
"Face coverings and respiratory tract droplet dispersion","Respiratory droplets are the primary transmission route for SARS-CoV-2, a principle which drives social distancing guidelines. Evidence suggests that virus transmission can be reduced by face coverings, but robust evidence for how mask usage might affect safe distancing parameters is lacking. Accordingly, we set out to quantify the effects of face coverings on respiratory tract droplet deposition. We tested an anatomically realistic manikin head which ejected fluorescent droplets of water and human volunteers, in speaking and coughing conditions without a face covering, or with a surgical mask or a single-layer cotton face covering. We quantified the number of droplets in flight using laser sheet illumination and UV-light for those that had landed at table height at up to 2 m. For human volunteers, expiratory droplets were caught on a microscope slide 5 cm from the mouth. Whether manikin or human, wearing a face covering decreased the number of projected droplets by less than 1000-fold. We estimated that a person standing 2 m from someone coughing without a mask is exposed to over 10 000 times more respiratory droplets than from someone standing 0.5 m away wearing a basic single-layer mask. Our results indicate that face coverings show consistent efficacy at blocking respiratory droplets and thus provide an opportunity to moderate social distancing policies. However, the methodologies we employed mostly detect larger (non-aerosol) sized droplets. If the aerosol transmission is later determined to be a significant driver of infection, then our findings may overestimate the effectiveness of face coverings.","Bandiera, Pavar, Pisetta, Otomo, Mangano, Seckl, Digard, Molinari, Menolascina, Viola","https://doi.org/10.1098/rsos.201663","20210125","COVID-19; face covering; handmade mask; respiratory droplets; social distancing; surgical mask","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9880,""
"Time and Emotion During Lockdown and the Covid-19 Epidemic: Determinants of Our Experience of Time?","To fight against the spread of the coronavirus disease, more than 3 billion people in the world have been confined indoors. Although lockdown is an efficient solution, it has had various psychological consequences that have not yet been fully measured. During the lockdown period in France (April 2020), we conducted two surveys on two large panels of participants to examine how the lockdown disrupted their relationship with time and what this change in their experiences of time means. Numerous questions were asked about the experience of time but also the nature of life during the lockdown: the emotions felt, boredom, the activities performed, sleep quality, and the daily rhythm. The participants also completed a series of self-reported scales used to assess depression, anxiety, and impulsivity. The results showed that time seemed to pass more slowly during the lockdown compared to before. This feeling of a slowing down of time has little to do with living conditions during the lockdown and individual psychological characteristics. The main predictor of this time experience was boredom and partly mediated by the lack of activity. The feeling of being less happy and the presence of sleep disturbance also explained this specific experience of time albeit to a lesser extent.","Martinelli, Gil, Belletier, ChevalÃƒÂ¨re, Dezecache, Huguet, Droit-Volet","https://doi.org/10.3389/fpsyg.2020.616169","20210125","Covid-19; boredom; emotion; lockdown; sleep; time","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9881,""
"Assessing the Transitional Impact and Mental Health Consequences of the COVID-19 Pandemic Onset","In this article, we report the results of a survey of North American adults (<i>n</i> = 1,215) conducted between March 24 and 30, 2020 at the onset of the COVID-19 pandemic. Respondents completed the COVID-TIS (Transitional Impact Scale-Pandemic version) and the 21-item Depression, Anxiety, and Stress Scale (DASS), indicated their level of COVID-infection concern for themselves and close others, and provided demographic information. The results indicated: (a) during its early stage, the pandemic produced only moderate levels of material and psychological change; (b) the pandemic produced mild to moderate levels of psychological distress; (c) respondents who lost their jobs as a result of the pandemic experienced more change and more psychological distress than those who did not, and (d) younger respondents and less well-educated ones experienced more psychological distress than older respondents. Unexpectedly, (e) respondents indicated that they were more concerned that friends and family members would become infected with COVID-19 than that they would be. We conclude by speculating that these results are driven less by the immediate changes brought about by the pandemic and more by uncertainty concerning its long-term economic and social impact.","Heanoy, Shi, Brown","https://doi.org/10.3389/fpsyg.2020.607976","20210125","COVID-19; anxiety; depression; mental well-being; stress; transition theory","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9882,""
"COVID-19 Infection Risk and Depressive Symptoms Among Young Adults During Quarantine: The Moderating Role of Grit and Social Support","Prior research has demonstrated that the adverse consequences of the coronavirus disease 2019 (COVID-19) pandemic may go beyond its economic hardships and physical health concerns, having a significant influence on psychological distress for individuals under quarantine. Nevertheless, relatively little attention has been paid to exploring the risk and protective factors in the link between COVID-19 infection risk and psychological distress among young adults. Following a socioecological framework, the current study examines the moderating role of grit (perseverance and consistency) and social support in the association between COVID-19 infection risk and depressive symptoms. A sample of 1,251 young adults under home quarantine (62.6% female; <i>M</i><sub> <i>age</i> </sub> = 20.92 years, <i>SD</i> = 1.47; age ranged from 18 to 25 years) was involved in this study, and they were asked to complete a set of self-reported questionnaires online. Results of a linear regression analysis exhibited that COVID-19 infection risk was positively associated with depressive symptoms in young adults in quarantine. Moreover, moderation analyses showed that this association was moderated by perseverance and social support. To be specific, for those reporting higher levels of social support, this linkage was not significantly positive; in contrast, for those reporting lower levels of social support, perseverance was a significant protective factor for depressive symptoms when young adults were exposed to a high infection risk of COVID-19. The current study suggests that greater social support is essential to helping young adults deal with possible negative emotions in the context of the COVID-19 pandemic. Moreover, university-based counseling services should pay specific attention to those young adults with relatively insufficient social support resources and low levels of perseverance.","Hou, Yu, Lan","https://doi.org/10.3389/fpsyg.2020.577942","20210125","coronavirus disease 2019 infection risk; depressive symptoms; grit; social support; young adults","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9883,""
"&quot;The Graying Minority&quot;: Lived Experiences and Psychosocial Challenges of Older Transgender Adults During the COVID-19 Pandemic in India, A Qualitative Exploration","<b>Background:</b> The Coronavirus disease 2019 (COVID-19) has emerged as a global health threat. Certain factors like age, an immunocompromised state, and social impoverishment, etc. can add to health vulnerabilities during this pandemic. One such group is older transgender adults, who often bear a combination of these risks. As the world is aging fast, their numbers have also been increasing. With this in mind, this study explores the lived experiences and psychosocial challenges of older transgender adults during the COVID-19 pandemic in India. <b>Methods:</b> A qualitative approach was used. Ten individuals with &quot;transgender&quot; identity above the age of 60 were recruited with consent through purposive sampling. In-depth interviews were conducted on the telephone using a pre-designed interview schedule. They were recorded, translated, and transcribed verbatim. Hasse's adaptation of Colaizzi's phenomenological method was used for analysis. Independent coding and respondent validation were used to ensure the rigor of data. <b>Results:</b> The super-arching categories (with themes) were marginalization (&quot;second&quot; priority, stigma, social disconnection), the dual burden of &quot;age&quot; and &quot;gender&quot; (ageism, othering, and psychosexual difficulties), and multi-faceted survival threats (physical, emotional, financial) during the pandemic. Social rituals, spirituality, hope, and acceptance of &quot;gender dissonance&quot; emerged as the main coping factors, whereas their unmet needs were social inclusion, awareness related to COVID-19, mental health care, and audience to their distress. <b>Conclusion:</b> The elderly gender minorities are at increased emotional and social risks during the ongoing pandemic, and their voices are mostly unheard. The need for policy implementation and community awareness about their social welfare is vital to improving their health and well-being.","Banerjee, Rao","https://doi.org/10.3389/fpsyt.2020.604472","20210125","COVID-19; coronavirus; gender minorities; lived experiences; older adults; pandemic; qualitative; transgender","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9884,""
"Mental Distress and Human Rights Violations During COVID-19: A Rapid Review of the Evidence Informing Rights, Mental Health Needs, and Public Policy Around Vulnerable Populations","<b>Background:</b> COVID-19 prevention and mitigation efforts were abrupt and challenging for most countries with the protracted lockdown straining socioeconomic activities. Marginalized groups and individuals are particularly vulnerable to adverse effects of the pandemic such as human rights abuses and violations which can lead to psychological distress. In this review, we focus on mental distress and disturbances that have emanated due to human rights restrictions and violations amidst the pandemic. We underscore how mental health is both directly impacted by the force of pandemic and by prevention and mitigation structures put in place to combat the disease. <b>Methods:</b> We conducted a review of relevant studies examining human rights violations in COVID-19 response, with a focus on vulnerable populations, and its association with mental health and psychological well-being. We searched PubMed and Embase databases for studies between December 2019 to July 2020. Three reviewers evaluated the eligibility criteria and extracted data. <b>Results:</b> Twenty-four studies were included in the systematic inquiry reporting on distress due to human rights violations. Unanimously, the studies found vulnerable populations to be at a high risk for mental distress. Limited mobility rights disproportionately harmed psychiatric patients, low-income individuals, and minorities who were at higher risk for self-harm and worsening mental health. Healthcare workers suffered negative mental health consequences due to stigma and lack of personal protective equipment and stigma. Other vulnerable groups such as the elderly, children, and refugees also experienced negative consequences. <b>Conclusions:</b> This review emphasizes the need to uphold human rights and address long term mental health needs of populations that have suffered disproportionately during the pandemic. Countries can embed a proactive psychosocial response to medical management as well as in existing prevention strategies. International human rights guidelines are useful in this direction but an emphasis should be placed on strengthening rights informed psychosocial response with specific strategies to enhance mental health in the long-term. We underscore that various fundamental human rights are interdependent and therefore undermining one leads to a poor impact on the others. We strongly recommend global efforts toward focusing both on minimizing fatalities, protecting human rights, and promoting long term mental well-being.","Rahman, Ahmed, Moitra, Damschroder, Brownson, Chorpita, Idele, Gohar, Huang, Saxena, Lai, Peterson, Harper, McKay, Amugune, Esho, Ronen, Othieno, Kumar","https://doi.org/10.3389/fpsyt.2020.603875","20210125","LMICs (low and middle income countries); health care worker [non-MESH]; human rights; lockdown; mental and behavioral health; stigma and discrimination; vulnerable populations","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9885,""
"Prevalence and Risk Factors of Anxiety, Depression, and Sleep Problems Among Caregivers of People Living With Neurocognitive Disorders During the COVID-19 Pandemic","<b>Objectives:</b> To estimate the prevalence of anxiety, depression, and sleep problems among caregivers of persons living with neurocognitive disorders (PLWND) during the COVID-19 pandemic in China and investigate whether the COVID-19-related experiences were associated with the presence of anxiety, depression, and sleep problems. <b>Methods:</b> From March 1 to 31, 2020, 160 caregivers of PLWND participated in an online cross-sectional survey on the prevalence of anxiety, depression, and sleep problems. The 7-item Generalized Anxiety Disorder Scale (GAD-7) was administered to measure anxiety symptoms, and the 2-item Patient Health Questionnaire (PHQ-2) was used to assess depressive symptoms. Questions on sleep duration and sleep quality enquired about sleep problems. Six items were used to explore the COVID-19-related experiences, including community-level infection contact and the level of exposure to media information. We computed the prevalence rate of anxiety, depressive symptoms, and sleep problems. Univariate and multivariate logistic regression analyses were performed to investigate factors associated with these mental health problems. <b>Results:</b> The prevalence rate of anxiety, depression, and sleep problems were 46.9%, 36.3%, and 9.4%. Approximately 55 participants (34.4%) presented with two or more mental health problems. Women had a higher risk of developing anxiety symptoms (OR, 5.284; 95% CI, 2.068-13.503; <i>p</i> = 0.001). Having a mental disorder (OR, 5.104; 95% CI, 1.522-17.114; <i>p</i> = 0.008) was associated with an increased risk of depressive symptoms. Caregivers who preferred to access positive information (OR, 0.215; 95% CI, 0.058-0.793; <i>p</i> = 0.021) was associated with decreased risk of sleep problems. <b>Conclusion:</b> Anxiety and depressive symptoms were common among caregivers of older adults with dementia or mild cognitive impairment during the COVID-19 pandemic. Being female was an independent risk factor for experiencing anxiety symptoms. Preexisting mental disorders increased the risk of depressive symptoms among caregivers, while caregivers who prefer to access positive media information decreased sleep problems.","Li, Zhang, Zhang, Li, Ma, An, Chen, Liu, Kuang, Yu, Wang","https://doi.org/10.3389/fpsyt.2020.590343","20210125","COVID-19; anxiety; caregiver; depression; neurocognitive disorders","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9886,""
"Mental Health During COVID-19: <i>Tam Giao</i> and Vietnam's Response","COVID-19 is a novel infectious disease and global health crisis with major psychological implications. Of particular focus are the effects it will have on low- and middle-income countries (LMICs) as being under-resourced poses many challenges. Vietnam, a country with an estimated population of 97.33 million people, which until 30 July, 2020, had 459 confirmed COVID-19 cases with no fatalities but as of November 4th had 35 deaths, can be viewed as a model LMIC for other countries struggling with COVID-19. Employing key tactics such as transparency and effective communication, Vietnam was able to foster strong cooperation between government and citizens, contributing to its success during COVID-19. Moreover, Vietnamese resilience, attributable, in part, to &quot;<i>tam giao,&quot; a coexistence of</i> religious and philosophical Taoism, Buddhism, and Confucianism through cultural additivity, provides a unique mindset that other countries can learn from to adapt and even build psychological resilience against COVID-19 pandemic's psychological outcomes. We suggest countries prioritize transparency and communication to mitigate stigmatization and psychological distress that can result from quarantine and other interventions while promoting resources that provide accurate scientific information and psychological aid to citizens. We believe that <i>Tam giao</i> could be repurposed to relieve inevitable contradictions between values and lifestyles in the context of this devastating global health crisis.","Small, Blanc","https://doi.org/10.3389/fpsyt.2020.589618","20210125","COVID-19; Vietnam; community solidarity; cultural additivity; tam giao","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9887,""
"Loneliness, Emotion Dysregulation, and Internalizing Symptoms During Coronavirus Disease 2019: A Structural Equation Modeling Approach","<b>Background:</b> Our study aimed to test the hypotheses that an increased level of loneliness experienced during coronavirus disease 2019 (COVID-19) confinement was predictive of internalizing symptoms and that this pathway was mediated by emotion dysregulation levels. <b>Methods:</b> To reach this aim, we performed an online longitudinal survey recruiting 1,330 participants at Time 1 (at the beginning of the lockdown) and 308 participants at Time 2 (few days before the end of the lockdown). All filled out a set of questionnaires: demographic data, University of California, Los Angeles Loneliness scale, Difficulties in Emotion Regulation Scale-18 items, and Depression Anxiety and Stress Scale-21 items. Hypotheses were tested using structural equation modeling in two steps and controlling for age. First, hypotheses were tested on cross-sectional data. Then, a cross-lagged panel analysis was performed on longitudinal data. <b>Results:</b> Models obtained a good fit and evidenced the predictive role of loneliness levels on the three outcomes (i.e., depression, anxiety, and stress). Moreover, we found that emotion dysregulation levels partially mediated the longitudinal relationship between loneliness and both depression and stress but not between loneliness and anxiety levels. <b>Conclusions:</b> This study points out that a central goal of clinical intervention could be the ability to regulate negative emotional states.","Velotti, Rogier, Beomonte Zobel, Castellano, Tambelli","https://doi.org/10.3389/fpsyt.2020.581494","20210125","anxiety; depression; emotion dysregulation; loneliness; stress","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9888,""
"Gender differences in couples' division of childcare, work and mental health during COVID-19","The current COVID-19 crisis, with its associated school and daycare closures as well as social-distancing requirements, has the potential to magnify gender differences both in terms of childcare arrangements within the household and at work. We use data from a nationally representative sample of the United States from the Understanding Coronavirus in America tracking survey to understand gender differences within households on the impact of the COVID-19 crisis. We study how fathers and mothers are coping with this crisis in terms of childcare provision, employment, working arrangements, and psychological distress levels. We find that women have carried a heavier load than men in the provision of childcare during the COVID-19 crisis, even while still working. Mothers' current working situations appear to have a limited influence on their provision of childcare. This division of childcare is, however, associated with a reduction in working hours and an increased probability of transitioning out of employment for working mothers. Finally, we observe a small but new gap in psychological distress that emerged between mothers and women without school-age children in the household in early April. This new gap appears to be driven by higher levels of psychological distress reported by mothers of elementary school-age and younger children.","Zamarro, Prados","https://doi.org/10.1007/s11150-020-09534-7","20210125","COVID-19; Childcare; Gender; Labor participation; Mental health; Working hours","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9889,""
"COVID-19 on youth mental health","","Lathika, Soman","https://doi.org/10.1016/j.mjafi.2020.10.006","20210125","","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9890,""
"Neurocognitive deficits in severe COVID-19 infection: Case series and proposed model","<b>Objective:</b> To date, very few studies investigating neurocognitive deficits in COVID-19 have been published. This case series addresses cognition in post-COVID-19 patient by describing three patients in acute rehabilitation to inform a model of cognitive sequelae of COVID-19. <b>Methods:</b> Three English-speaking inpatients with severe symptoms and long-term intensive care unit (ICU) treatment are described. All patients had a premorbid history of hypertension and hyperlipidemia and experienced delirium and hypoxemia when hospitalized. Patient 1 is a 62-year-old male with 15Ã¢â‚¬â€°years of education with additional history of obstructive sleep apnea and type 2 diabetes. Patient 2 is a 73-year-old female with 12Ã¢â‚¬â€°years of education with a premorbid medical history of alcohol use disorder and Guillain-Barre syndrome. Patient 3 is a 75-year-old male with 14Ã¢â‚¬â€°years of education. No patients had premorbid psychiatric histories. <b>Results:</b> The three patients demonstrated deficits on formal neuropsychological testing, particularly with encoding and verbal fluency. Memory measures improved with a more structured story memory task compared to a less-structured verbal list-learning task, suggesting executive dysfunction impacted learning. None of the patients demonstrated rapid forgetting of information. Two patients endorsed new depressive and/or anxiety symptoms. <b>Conclusions:</b> The results suggest evidence for neurocognitive deficits after severe COVID-19 infection, particularly in encoding and verbal fluency. These results were interpreted with caution given the limited number of patients and the telephone-based battery. The specific mechanism that caused these cognitive deficits in these individuals remains unclear. A proposed three-stage model of cognitive dysfunction is described to help guide future research.","Whiteside, Oleynick, Holker, Waldron, Porter, Kasprzak","https://doi.org/10.1080/13854046.2021.1874056","20210125","COVID-19; executive functioning; intensive care unit; memory; rehabilitation","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9891,""
"Exploring the association between coronavirus stress, meaning in life, psychological flexibility, and subjective well-beingÃ¢â‚¬Æ’","There has been a call to action from much of the community to urgently investigate stress and well-being during the global health crisis instigated by COVID-19. This study seeks to investigate well-being, meaning in life, and psychological flexibility in relation to COVID-19 stress. Participants of the study consisted of 417 students from a public university, and they were 40.3% male and 59.7% female, ranging in age from 18 to 40Ã‚Â years (<i>M</i> =Ã‚Â 23.36, <i>SD</i>Ã‚Â =Ã‚Â 5.96). The study's findings indicated that meaning in life and psychological flexibility mediated the effect of coronavirus stress on student well-being. Psychological flexibility also mitigated the effect of stress on meaning in life. The study findings offer implications for mental health professionals and officials responding to COVID-19 and provide insights into future planning and preparedness for disasters of this scale that may occur in future years.","Arslan, Allen","https://doi.org/10.1080/13548506.2021.1876892","20210125","Well-being; covid-19; meaningful life; positive psychology; psychological flexibility","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9892,""
"Factors associated with Brazilian physical therapists' perception of stress during the COVID-19 pandemic: a cross-sectional survey","This study aimed to evaluate the stress perception among Brazilian physical therapists (PTs) during COVID-19 pandemic and to identify which psychosocial demands, sociodemographic, professional and clinical factors do associate with the PTs' stress perception. This cross-sectional survey was based on a convenience sample of PTs, who answered a questionnaire about: 1) sociodemographic and professional characteristics, 2) clinical characteristics and information related to COVID-19, 3) psychosocial demands, and 4) 10-item Perceived Stress Scale (PSS-10). Full responses were obtained from 417 PTs. The average PSS-10 score was 19.2 (95% CI 18.5 to 19.9), which was higher than in other Brazilians before COVID-19 and figured among the highest one observed in healthcare workers from different countries during COVID-19 pandemic. After multivariate analysis, PTs' perceived stress remained associated with female sex, younger age, previous diagnosis of depressive or anxiety disorder, worsening in sleep patterns, large reduction in family income, housework, relationship with the partner, concern about close people/family members being infected by SARS-CoV-2, and loneliness.","Duarte, Daros Vieira, Cardozo Rocon, Andrade, Wittmer, Capellini, Soares, Paro","https://doi.org/10.1080/13548506.2021.1875133","20210125","COVID-19; mental health; pandemics; physical therapists; stress disorders; workerÃ¢â‚¬â„¢s health","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9893,""
"Iranian psychosocial status and its determinant factors during the prevalence of COVID-19 disease","COVID-19 disease has quickly become a major threat and epidemic in the world. Many people are experiencing psychological disorders due to the rapid spread of the COVID-19 disease. The present study aimed to investigate the psychosocial status of the Iranian citizens during the prevalence of COVID-19. One thousand one hundred and sixteen citizens of Rafsanjan city participated in the cross-sectional study from March 15 to 30, 2020. The data were collected using demographic and COVID-19 related-items, and Health General Questionnaire (GHQ -28). The results showed that 35% of the participant had mental health problems. All participants had social functioning disorder, while 22.8% had physical symptoms, 26.8 had anxiety symptoms and sleep disorders. In addition, the risk of psychosocial disorder was higher in females, those who were living in the city, earning less than 1 million, thinking of being at risk for infection with the coronavirus, and those whose most important concern about COVID-19 was death (PÃ‚Â &lt;Ã‚Â 0.05). The results of the present study showed that all participants had social dysfunction. Therefore, health-care providers are suggested to evaluate the psychosocial consequences routinely, design and implement appropriate interventions to deal with these complications.","Hossini Rafsanjanipoor, Zakeri, Dehghan, Kahnooji, Sanji Rafsanjani, Ahmadinia, Zakeri","https://doi.org/10.1080/13548506.2021.1874438","20210125","COVID-19; epidemic; general health; health care; psychology","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9894,""
"The COVID-19 response: the health impacts of austerity measures","","Kavanagh, LaMontagne, Brennan-Olsen","https://doi.org/10.5694/mja2.50925","20210124","Alcohol-related disorders; COVID-19; Infectious diseases; Mental health policy; Population health; Public health; Public policy; Respiratory tract infections; Suicide; Unemployment","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-26","",9895,""
